segmento,tiempo_ms,temperatura_C,humedad_pct,presion_hPa,lux,mq135_raw,sonido_estado,sonido_flancos_1s
A,200387,nan,nan,nan,1145.8,18,0,2
A,201387,nan,nan,nan,1145.8,18,0,24
A,202387,nan,nan,nan,1145.0,18,0,0
A,203387,nan,nan,nan,1146.7,18,0,0
A,204387,nan,nan,nan,1147.5,18,0,0
A,205387,nan,nan,nan,1150.8,18,0,0
A,206387,nan,nan,nan,1154.2,18,0,0
A,207387,nan,nan,nan,1156.7,18,0,0
A,208387,nan,nan,nan,1161.7,18,0,0
A,209387,nan,nan,nan,1169.2,18,0,0
A,210387,nan,nan,nan,1174.2,18,0,0
A,211387,nan,nan,nan,1175.8,18,0,0
A,212387,nan,nan,nan,1165.8,18,0,0
A,213387,nan,nan,nan,1028.3,18,0,0
A,214387,nan,nan,nan,960.8,19,0,0
A,215387,nan,nan,nan,122.5,19,0,0
A,216387,nan,nan,nan,67.5,18,0,0
A,217387,nan,nan,nan,55.8,18,0,0
A,218387,nan,nan,nan,53.3,18,0,0
A,219387,nan,nan,nan,47.5,19,0,0
A,220387,nan,nan,nan,46.7,18,0,0
A,221387,nan,nan,nan,45.8,19,0,0
A,222387,nan,nan,nan,45.8,19,0,0
A,223387,nan,nan,nan,45.8,19,0,0
A,224387,nan,nan,nan,45.8,19,0,0
A,225387,nan,nan,nan,45.0,19,0,0
A,226387,nan,nan,nan,46.7,20,0,0
A,227387,nan,nan,nan,911.7,19,0,8
A,228387,nan,nan,nan,855.8,19,0,14
A,229387,nan,nan,nan,853.3,19,0,18
A,230387,nan,nan,nan,922.5,19,0,16
A,231387,nan,nan,nan,1156.7,19,0,8
A,232387,nan,nan,nan,399.2,19,0,0
A,233387,nan,nan,nan,643.3,19,1,75
A,234387,nan,nan,nan,1151.7,20,0,37
A,235387,nan,nan,nan,1188.3,20,0,6
A,236387,nan,nan,nan,1215.0,20,0,0
A,237387,nan,nan,nan,1218.3,20,0,0
A,238387,nan,nan,nan,1222.5,20,0,0
A,239387,nan,nan,nan,1226.7,20,0,0
A,240387,nan,nan,nan,1229.2,19,0,0
A,241387,nan,nan,nan,1230.8,19,0,0
A,242387,nan,nan,nan,1235.8,19,0,0
A,243387,nan,nan,nan,1239.2,19,0,0
A,244387,nan,nan,nan,1240.8,19,0,0
A,245387,nan,nan,nan,1232.5,19,0,2
A,246387,nan,nan,nan,1226.7,19,0,8
A,247387,nan,nan,nan,1236.7,19,0,4
A,248387,nan,nan,nan,1235.8,19,0,16
A,249387,nan,nan,nan,1234.2,19,0,28
A,250387,nan,nan,nan,1234.2,19,0,8
A,251387,nan,nan,nan,1233.3,19,0,0
A,252387,nan,nan,nan,1232.5,19,0,0
A,253387,nan,nan,nan,1232.5,19,0,0
A,254387,nan,nan,nan,1232.5,19,0,0
A,255387,nan,nan,nan,1231.7,19,0,0
A,256387,nan,nan,nan,1230.0,19,0,0
A,257387,nan,nan,nan,1230.8,19,0,0
A,258387,nan,nan,nan,1233.3,19,0,0
A,259387,nan,nan,nan,1230.8,19,0,0
A,260387,nan,nan,nan,1227.5,19,0,0
A,261387,nan,nan,nan,1228.3,19,0,0
A,262387,nan,nan,nan,1225.0,19,0,0
A,263387,nan,nan,nan,1221.7,19,0,0
A,264387,nan,nan,nan,1221.7,19,0,0
A,265387,nan,nan,nan,1223.3,19,0,0
A,266387,nan,nan,nan,1226.7,19,0,0
A,267387,nan,nan,nan,1235.0,19,0,0
A,268387,nan,nan,nan,1236.7,19,0,0
A,269387,nan,nan,nan,1237.5,18,0,0
A,270387,nan,nan,nan,1238.3,19,0,0
A,271387,nan,nan,nan,1237.5,19,0,0
A,272387,nan,nan,nan,1235.0,19,0,0
A,273387,nan,nan,nan,1239.2,19,0,0
A,274387,nan,nan,nan,1237.5,19,0,0
A,275387,nan,nan,nan,1239.2,18,0,0
A,276387,nan,nan,nan,1243.3,19,0,0
A,277387,nan,nan,nan,1243.3,18,0,0
A,278387,nan,nan,nan,1241.7,18,0,0
A,279387,nan,nan,nan,1238.3,18,0,0
A,280387,nan,nan,nan,1241.7,18,0,0
A,281387,nan,nan,nan,1240.8,18,0,0
A,282387,nan,nan,nan,1240.0,18,0,0
A,283387,nan,nan,nan,1239.2,18,0,0
A,284387,nan,nan,nan,1240.0,18,0,0
A,285387,nan,nan,nan,1241.7,18,0,0
A,286387,nan,nan,nan,1242.5,18,0,0
A,287387,nan,nan,nan,1242.5,18,0,0
A,288387,nan,nan,nan,1242.5,18,0,0
A,289387,nan,nan,nan,1244.2,18,0,0
A,290387,nan,nan,nan,1245.8,18,0,0
A,291387,nan,nan,nan,1246.7,18,0,0
A,292387,nan,nan,nan,1245.8,18,0,0
A,293387,nan,nan,nan,1250.0,18,0,0
A,294387,nan,nan,nan,1259.2,18,0,0
A,295387,nan,nan,nan,1260.0,18,0,0
A,296387,nan,nan,nan,1255.8,18,0,0
A,297387,nan,nan,nan,1253.3,18,0,0
A,298387,nan,nan,nan,1254.2,18,0,0
A,299387,nan,nan,nan,1252.5,18,0,0
A,300387,nan,nan,nan,1242.5,18,0,0
B,1000,nan,nan,nan,nan,40,nan,nan
B,2000,nan,nan,nan,nan,37,nan,nan
B,3000,nan,nan,nan,nan,34,nan,nan
B,4000,nan,nan,nan,nan,30,nan,nan
B,5000,nan,nan,nan,nan,28,nan,nan
B,6000,nan,nan,nan,nan,26,nan,nan
B,7000,nan,nan,nan,nan,25,nan,nan
B,8000,nan,nan,nan,nan,24,nan,nan
B,9000,nan,nan,nan,nan,23,nan,nan
B,10000,nan,nan,nan,nan,22,nan,nan
B,11000,nan,nan,nan,nan,21,nan,nan
B,12000,nan,nan,nan,nan,22,nan,nan
B,13000,nan,nan,nan,nan,21,nan,nan
B,14000,nan,nan,nan,nan,23,nan,nan
B,15000,nan,nan,nan,nan,26,nan,nan
B,16000,nan,nan,nan,nan,27,nan,nan
B,17000,nan,nan,nan,nan,25,nan,nan
B,18000,nan,nan,nan,nan,27,nan,nan
B,19000,nan,nan,nan,nan,27,nan,nan
B,20000,nan,nan,nan,nan,30,nan,nan
B,21000,nan,nan,nan,nan,30,nan,nan
B,22000,nan,nan,nan,nan,30,nan,nan
B,23000,nan,nan,nan,nan,30,nan,nan
B,24000,nan,nan,nan,nan,33,nan,nan
B,25000,nan,nan,nan,nan,36,nan,nan
B,26000,nan,nan,nan,nan,36,nan,nan
B,27000,nan,nan,nan,nan,35,nan,nan
B,28000,nan,nan,nan,nan,33,nan,nan
B,29000,nan,nan,nan,nan,32,nan,nan
B,30000,nan,nan,nan,nan,30,nan,nan
B,31000,nan,nan,nan,nan,28,nan,nan
B,32000,nan,nan,nan,nan,28,nan,nan
B,33000,nan,nan,nan,nan,30,nan,nan
B,34000,nan,nan,nan,nan,32,nan,nan
B,35000,nan,nan,nan,nan,30,nan,nan
B,36000,nan,nan,nan,nan,29,nan,nan
B,37000,nan,nan,nan,nan,27,nan,nan
B,38000,nan,nan,nan,nan,26,nan,nan
B,39000,nan,nan,nan,nan,25,nan,nan
B,40000,nan,nan,nan,nan,24,nan,nan
B,41000,nan,nan,nan,nan,25,nan,nan
B,42000,nan,nan,nan,nan,25,nan,nan
B,43000,nan,nan,nan,nan,26,nan,nan
B,44000,nan,nan,nan,nan,25,nan,nan
B,45000,nan,nan,nan,nan,24,nan,nan
B,46000,nan,nan,nan,nan,23,nan,nan
B,47000,nan,nan,nan,nan,22,nan,nan
B,48000,nan,nan,nan,nan,21,nan,nan
B,49000,nan,nan,nan,nan,21,nan,nan
B,50000,nan,nan,nan,nan,20,nan,nan
B,51000,nan,nan,nan,nan,20,nan,nan
B,52000,nan,nan,nan,nan,20,nan,nan
B,53000,nan,nan,nan,nan,19,nan,nan
B,54000,nan,nan,nan,nan,19,nan,nan
B,55000,nan,nan,nan,nan,19,nan,nan
B,56000,nan,nan,nan,nan,19,nan,nan
B,57000,nan,nan,nan,nan,19,nan,nan
B,58000,nan,nan,nan,nan,18,nan,nan
B,59000,nan,nan,nan,nan,18,nan,nan
B,60000,nan,nan,nan,nan,18,nan,nan
B,61000,nan,nan,nan,nan,18,nan,nan
B,62000,nan,nan,nan,nan,18,nan,nan
B,63000,nan,nan,nan,nan,18,nan,nan
B,64000,nan,nan,nan,nan,18,nan,nan
B,65000,nan,nan,nan,nan,18,nan,nan
B,66000,nan,nan,nan,nan,18,nan,nan
B,67000,nan,nan,nan,nan,18,nan,nan
B,68000,nan,nan,nan,nan,17,nan,nan
B,69000,nan,nan,nan,nan,18,nan,nan
B,70000,nan,nan,nan,nan,17,nan,nan
B,71000,nan,nan,nan,nan,17,nan,nan
B,72000,nan,nan,nan,nan,17,nan,nan
B,73000,nan,nan,nan,nan,17,nan,nan
B,74000,nan,nan,nan,nan,17,nan,nan
B,75000,nan,nan,nan,nan,17,nan,nan
B,76000,nan,nan,nan,nan,17,nan,nan
B,77000,nan,nan,nan,nan,17,nan,nan
B,78000,nan,nan,nan,nan,17,nan,nan
B,79000,nan,nan,nan,nan,17,nan,nan
B,80000,nan,nan,nan,nan,17,nan,nan
B,81000,nan,nan,nan,nan,17,nan,nan
B,82000,nan,nan,nan,nan,17,nan,nan
B,83000,nan,nan,nan,nan,17,nan,nan
B,84000,nan,nan,nan,nan,17,nan,nan
B,85000,nan,nan,nan,nan,17,nan,nan
B,86000,nan,nan,nan,nan,17,nan,nan
B,87000,nan,nan,nan,nan,17,nan,nan
B,88000,nan,nan,nan,nan,17,nan,nan
B,89000,nan,nan,nan,nan,17,nan,nan
B,90000,nan,nan,nan,nan,17,nan,nan
B,91000,nan,nan,nan,nan,17,nan,nan
B,92000,nan,nan,nan,nan,17,nan,nan
B,93000,nan,nan,nan,nan,17,nan,nan
B,94000,nan,nan,nan,nan,17,nan,nan
B,95000,nan,nan,nan,nan,17,nan,nan
B,96000,nan,nan,nan,nan,17,nan,nan
B,97000,nan,nan,nan,nan,17,nan,nan
B,98000,nan,nan,nan,nan,17,nan,nan
B,99000,nan,nan,nan,nan,17,nan,nan
B,100000,nan,nan,nan,nan,17,nan,nan
B,101000,nan,nan,nan,nan,17,nan,nan
B,102000,nan,nan,nan,nan,17,nan,nan
B,103000,nan,nan,nan,nan,17,nan,nan
B,104000,nan,nan,nan,nan,17,nan,nan
B,105000,nan,nan,nan,nan,17,nan,nan
B,106000,nan,nan,nan,nan,17,nan,nan
B,107000,nan,nan,nan,nan,17,nan,nan
B,108000,nan,nan,nan,nan,19,nan,nan
B,109000,nan,nan,nan,nan,37,nan,nan
B,110000,nan,nan,nan,nan,48,nan,nan
B,111000,nan,nan,nan,nan,45,nan,nan
B,112000,nan,nan,nan,nan,50,nan,nan
B,113000,nan,nan,nan,nan,47,nan,nan
B,114000,nan,nan,nan,nan,45,nan,nan
B,115000,nan,nan,nan,nan,41,nan,nan
B,116000,nan,nan,nan,nan,37,nan,nan
B,117000,nan,nan,nan,nan,34,nan,nan
B,118000,nan,nan,nan,nan,30,nan,nan
B,119000,nan,nan,nan,nan,28,nan,nan
B,120000,nan,nan,nan,nan,26,nan,nan
